Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
199697212,When Monsters Speak: A Susan Stryker Reader (ASTERISK),Susan Stryker,"Stryker, Susan",McKenzie Wark,"=""147803047X""","=""9781478030478""",5,4.61,Duke University Press,Paperback,208,2024,,2026/04/04,2026/02/20,,,read,,,,1,0
199313930,"Genefather (Warhammer 40,000)",Guy Haley,"Haley, Guy",,"=""1804074489""","=""9781804074480""",0,4.20,Black Library,Kindle Edition,340,2023,2023,,2026/04/01,currently-reading,currently-reading (#5),currently-reading,,,,1,0
7420442,"Manifesto cyborg. Donne, tecnologie e biopolitiche del corpo",Donna J. Haraway,"Haraway, Donna J.","Rosi Braidotti, Liana Borghi","=""8807460017""","=""9788807460012""",4,3.88,Feltrinelli,Paperback,194,1999,1985,2017/12/20,2017/12/20,físicos,físicos (#189),read,,,,1,0
48513905,La potencia feminista,Verónica Gago,"Gago, Verónica",,"=""9873687556""","=""9789873687556""",2,4.08,Tinta limón ediciones,Paperback,256,2019,2019,2022/02/16,2022/01/06,físicos,físicos (#111),read,,,,1,0
63350723,"Tiempo de feminismo: Cuerpos, imágenes y revuelta",Alejandra Castillo,"Castillo, Alejandra",,"=""9568438750""","=""9789568438753""",4,4.00,Palinodia,Paperback,206,2022,,2022/11/27,2022/11/18,,,read,,,,1,0
219369190,La cuestión trans. Un análisis situado de las políticas identitarias en Chile,Shane Águila Cienfuegos Cortés,"Cortés, Shane Águila Cienfuegos",,"=""956303676X""","=""9789563036763""",2,3.80,Editorial USACH,Paperback,167,2024,,2024/09/30,2024/09/20,físicos,físicos (#165),read,,,,1,0
128362003,Psicoanálisis y ciencias humanas: Dos conferencias (1963-1964) (Spanish Edition),Louis Althusser,"Althusser, Louis",,"=""9878928233""","=""9789878928234""",0,3.74,Ediciones Godot,Kindle Edition,0,2022,1996,2026/03/20,2026/03/20,físicos,físicos (#188),read,,,,1,0
245602185,Fascismo y estupidez,Paula Biglieri,"Biglieri, Paula",,"=""9569398957""","=""9789569398957""",3,3.00,Montacerdos,Paperback,96,,,2026/01/19,2026/01/13,físicos,físicos (#180),read,,,,1,0
35411813,Las fórmulas,Carolina Rack,"Rack, Carolina",,"=""9569667141""","=""9789569667145""",4,3.45,Ediciones Overol,Paperback,67,2017,,2025/04/28,2025/04/18,físicos,físicos (#172),read,,,,1,0
44451854,"The Lost and the Damned (The Siege of Terra, #2)",Guy Haley,"Haley, Guy",,"=""1781939446""","=""9781781939444""",3,4.23,Black Library,Hardcover,426,2019,2019,2025/03/29,2025/02/10,,,read,,,,1,0
218582282,"Dominion Genesis (Warhammer 40,000)",Jonathan D. Beer,"Beer, Jonathan D.",,"=""1804075817""","=""9781804075814""",0,3.83,Black Library,Kindle Edition,362,2024,2024,,2026/03/12,to-read,to-read (#367),to-read,,,,0,0
243668688,"Archmagos (Warhammer 40,000)",Guy Haley,"Haley, Guy",,"=""1836090536""","=""9781836090533""",4,4.24,Black Library,Kindle Edition,371,2025,,2026/03/12,2026/02/06,,,read,,,,1,0
3954550,Intimidades congeladas. Las emociones en el capitalismo,Eva Illouz,"Illouz, Eva",,"=""9871283598""","=""9789871283590""",0,3.83,Katz Editores,Paperback,244,2007,2022,,2026/03/03,"currently-reading, físicos","currently-reading (#4), físicos (#187)",currently-reading,,,,1,0
20679917,Formas de volver a casa,Alejandro Zambra,"Zambra, Alejandro",,"=""8433977431""","=""9788433977434""",5,3.94,Anagrama,Paperback,168,2014,2011,2026/03/01,2018/02/12,físicos,físicos (#186),read,,,,1,0
18592862,Había una vez un pájaro,Alejandra Costamagna,"Costamagna, Alejandra",,"=""""","=""""",4,3.83,Editorial Cuneta,Paperback,76,2013,2013,2026/02/10,2026/02/06,físicos,físicos (#185),read,,,,1,0
209405487,"Sodomitas, vagas y maleantes: Historia de la España desviada de Atapuerca a Chueca",Mikel Herrán,"Herrán, Mikel",,"=""8408289330""","=""9788408289333""",0,4.44,Editorial Planeta,Kindle Edition,839,2024,,,2026/02/06,to-read,to-read (#366),to-read,,,,0,0
222463984,Deseo disidente: Las políticas del placer,Anneke Necro,"Necro, Anneke",,"=""8412710789""","=""9788412710786""",4,3.81,Levanta Fuego,Paperback,200,2024,,2026/02/06,2026/01/28,físicos,físicos (#184),read,"Muy entretenido de leer, pero mal estructurado. Algunos capítulos históricos súper interesantes pero con poca conducción. Luego salta a lo contemporáneo sin hacer ninguna conexión, y en esta etapa solo se dedica a describir, enumerar o denunciar, pero profundizando muy poco. Sin embargo lo disfruté ene. ",,,1,0
246359280,"Santiago subterráneo: Los túneles, pasadizos y leyendas ocultas bajo la ciudad invisible",Daniela Amestica,"Amestica, Daniela",,"=""956408900X""","=""9789564089003""",0,3.94,Planeta Chile,Kindle Edition,158,2026,,,2026/02/05,to-read,to-read (#365),to-read,,,,0,0
130081,Red Cavalry and Other Stories,Isaac Babel,"Babel, Isaac","David McDuff, Efraim Sicher","=""0140449973""","=""9780140449976""",0,4.04,Penguin Classics,Paperback,369,2006,1926,,2018/09/24,to-read,to-read (#148),to-read,,,,0,0
8755565,"Blood Reaver (Night Lords, #2)",Aaron Dembski-Bowden,"Dembski-Bowden, Aaron",,"=""1849700397""","=""9781849700399""",4,4.39,Games Workshop,Mass Market Paperback,416,2011,2011,2026/02/02,2025/11/25,,,read,,,,1,0
210446881,¿Quién teme al género?,Judith Butler,"Butler, Judith",Alicia Martorell Linares,"=""8449342627""","=""9788449342622""",0,4.03,Ediciones Paidós,Kindle Edition,637,2024,2024,,2026/01/28,"currently-reading, físicos","currently-reading (#3), físicos (#183)",currently-reading,,,,1,0
59696845,Animales distantes,Nadia Prado,"Prado, Nadia",,"=""9566137052""","=""9789566137054""",5,3.79,Ediciones Overol,Paperback,64,2021,,2026/01/27,2026/01/27,físicos,físicos (#182),read,,,,1,0
242280159,Gruñona,Greta Montero Barra,"Barra, Greta Montero",,"=""9566137915""","=""9789566137917""",5,4.05,Ediciones Overol,Paperback,104,2025,,2026/01/23,2026/01/21,físicos,físicos (#181),read,,,,1,0
126280622,(h)amor 8: gordo,Various,"Various, Various",Tatiana Romero,"=""8419323098""","=""""",4,4.19,Continta Me Tienes (Errementari S.L.),Paperback,232,2023,,2025/12/31,2025/11/25,físicos,físicos (#178),read,,,,1,0
183033,A Brief History of Neoliberalism,David Harvey,"Harvey, David",,"=""0199283273""","=""9780199283279""",0,4.13,Oxford University Press,Paperback,247,2007,2005,,2018/07/14,"currently-reading, físicos","currently-reading (#2), físicos (#179)",currently-reading,,,,1,0
58876694,Sujetos nómades. Corporización y diferencia sexual en la teoría feminista contemporánea,Rosi Braidotti,"Braidotti, Rosi",,"=""""","=""""",5,4.15,Paidós Ibérica,Paperback,254,2000,1994,2021/11/27,2021/08/28,favorites,favorites (#17),read,,,,1,0
44334441,Sujetos Nomades / Male Violence in Spousal Relationships (Spanish Edition),Rosi Braidotti,"Braidotti, Rosi",,"=""9501238067""","=""9789501238068""",0,4.15,Ediciones Paidos Iberica,Paperback,254,2000,1994,,2021/08/20,to-read,to-read (#274),to-read,,,,0,0
205797147,Ciencia Ficción Travesti,Claudia Rodríguez,"Rodríguez, Claudia",Mariana Enriquez,"=""9874954205""","=""9789874954206""",4,4.00,Hekht Libros,Paperback,96,2023,2023,2024/05/26,2024/05/24,físicos,físicos (#161),read,,,,1,0
217273431,Ciencia ficción capitalista: Cómo los multimillonarios nos salvarán del fin del mundo,Michel Nieva,"Nieva, Michel",,"=""8433928996""","=""9788433928993""",0,4.08,Editorial Anagrama,Kindle Edition,84,2024,,,2025/11/25,to-read,to-read (#364),to-read,,,,0,0
7000922,"Soul Hunter (Night Lords, #1)",Aaron Dembski-Bowden,"Dembski-Bowden, Aaron",,"=""1844168115""","=""9781844168118""",5,4.36,Games Workshop,Mass Market Paperback,416,2010,2010,2025/06/15,2025/05/05,,,read,,,,1,0
59817150,Cuidados trans,Hil Malatino,"Malatino, Hil",,"=""""","=""""",5,4.37,Bellaterra Edicions ,Unknown Binding,125,2021,2020,2025/11/15,2025/10/31,físicos,físicos (#177),read,,,,1,0
61875686,La invención de los sexos,Lu Ciccia,"Ciccia, Lu",,"=""9878011801""","=""9789878011806""",5,4.25,Siglo Veintiuno,Kindle Edition,256,2022,2022,2025/11/09,2025/10/07,físicos,físicos (#176),read,,,,1,0
56269793,The Gate of Bones (Dawn of Fire #2),Andy     Clark,"Clark, Andy",,"=""178999344X""","=""9781789993448""",0,4.03,Black Library,Paperback,384,2021,2021,,2025/11/03,to-read,to-read (#363),to-read,,,,0,0
49090040,"Saturnine (The Siege of Terra, #4)",Dan Abnett,"Abnett, Dan",,"=""178999134X""","=""9781789991345""",4,4.56,Black Library,Hardcover,553,2020,2020,2025/10/31,2023/10/03,,,read,,,,1,0
63061873,"Ir más allá de la piel: Repensar, rehacer y reivindicar el cuerpo en el capitalismo contemporáneo",Silvia Federici,"Federici, Silvia",,"=""8412575326""","=""9788412575323""",4,3.93,Traficantes de Sueños,Paperback,200,2022,2020,2025/10/07,2025/10/01,físicos,físicos (#175),read,,,,1,0
62925523,Feminismo posthumano,Rosi Braidotti,"Braidotti, Rosi","Linda Dement, Sion Serra Lopes","=""8418914750""","=""9788418914751""",3,4.18,Gedisa,Paperback,288,2022,2021,2025/09/27,2025/05/18,físicos,físicos (#174),read,,,,1,0
325785,Capital: A Critique of Political Economy Volume 1,Karl Marx,"Marx, Karl",,"=""0140445684""","=""9780140445688""",4,4.30,Penguin Classics,Paperback,1152,1992,1887,,2016/05/31,to-read,to-read (#54),to-read,,,,0,0
22874502,Corpul și sexul. De la greci la Freud,Thomas W. Laqueur,"Laqueur, Thomas W.",Narcis Zărnescu,"=""9732807873""","=""9789732807873""",0,3.92,Humanitas,Paperback,296,1998,1990,,2023/04/12,to-read,to-read (#337),to-read,,,,0,0
44825746,Nuestra Obsoleta Mentalidad de Mercado,Karl Polanyi,"Polanyi, Karl",,"=""8492559896""","=""9788492559893""",4,3.62,La Llevir Virus,Paperback,126,2018,,2025/08/09,2025/04/26,físicos,físicos (#173),read,,,,1,0
18714631,Poco hombre: crónicas reunidas,Pedro Lemebel,"Lemebel, Pedro",,"=""956314242X""","=""9789563142426""",5,4.53,Ediciones Udp,Paperback,284,2013,2013,2025/08/01,2021/01/01,"físicos, siguientes","físicos (#93), siguientes (#21)",read,,,,1,1
34466783,"Fulgrim: The Palatine Phoenix (The Horus Heresy: Primarchs, #6)",Joshua   Reynolds,"Reynolds, Joshua",,"=""1784966231""","=""9781784966232""",2,3.83,Black Library,Hardcover,219,2018,2018,2025/08/01,2025/07/27,,,read,,,,1,0
55610829,"The Infinite and the Divine (Warhammer 40,000)",Robert  Rath,"Rath, Robert",,"=""1800264046""","=""9781800264045""",5,4.43,Black Library,Kindle Edition,361,2020,2020,2025/07/08,2022/08/09,,,read,,,,1,0
222260782,Contra el sexo como categoría biológica: Cómo desmontar las premisas sexistas que limitan nuestra vida (Ciencia que ladra... serie mayor) (Spanish Edition),Lu Ciccia,"Ciccia, Lu",,"=""6070314654""","=""9786070314650""",4,3.67,Siglo XXI Editores México,Kindle Edition,327,2024,,2025/07/06,2025/03/30,físicos,físicos (#170),read,,,,1,0
33035581,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""1473217385""","=""9781473217386""",5,3.89,Gollancz,Paperback,297,2016,1984,2023/09/06,2023/07/25,,,read,,,,1,0
35085357,La bebedora de sangre y otros cuentos,Rachilde,"Rachilde, Rachilde",Claudio Iglesias,"=""9569667117""","=""9789569667114""",5,3.74,Overol,Paperback,64,2017,1900,2025/04/18,2025/04/18,físicos,físicos (#171),read,,,,1,0
160382327,"Ravenor (Warhammer 40,000 Novels)",Dan Abnett,"Abnett, Dan",,"=""""","=""""",3,4.28,Games Workshop,Paperback,,2005,2007,2025/04/17,2025/03/30,,,read,,,,1,0
55672537,Fragmentar el futuro. Ensayos sobre tecnodiversidad,Yuk Hui,"Hui, Yuk",Tadeo Lima,"=""9871622899""","=""9789871622894""",0,3.97,Caja Negra,Paperback,191,2020,,,2025/03/30,to-read,to-read (#362),to-read,,,,0,0
40957778,Invisible Women: Exposing Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1784742929""","=""9781784742928""",4,4.34,CHATTO &amp; WINDUS,Paperback,432,2019,2019,2025/02/15,2022/11/05,,,read,,,,1,0
45734813,The Solar War (The Siege of Terra #1),John  French,"French, John",,"=""1780307810""","=""9781780307817""",5,4.02,Black Library,Kindle Edition,423,2019,2019,2024/12/27,2024/11/08,,,read,,,,1,0
38937969,"Los fantasmas de mi vida: Escritos sobre depresión, hauntología y futuros perdidos",Mark Fisher,"Fisher, Mark","Fernando Bruno, Pablo Schanton","=""9871622619""","=""9789871622610""",0,3.99,Buenos Aires: Caja Negra,Paperback,288,2018,2014,,2022/09/07,"físicos, to-read","físicos (#138), to-read (#361)",to-read,,,,1,0
34326742,La guerra contra las mujeres,Rita Segato,"Segato, Rita",,"=""849459785X""","=""9788494597855""",0,4.40,Traficantes de sueños,Paperback,200,2016,,,2023/04/02,"físicos, to-read, siguientes","físicos (#147), to-read (#360), siguientes (#24)",to-read,,,,1,0
29562120,Count Zero (The Neuromancer Trilogy),William Gibson,"Gibson, William",,"=""""","=""""",0,4.02,Gateway,Kindle Edition,260,2016,1986,,2023/07/25,"to-read, físicos, siguientes","to-read (#359), físicos (#169), siguientes (#23)",to-read,,,,1,0
205983279,Pensando el Sexo,Gayle S. Rubin,"Rubin, Gayle S.",,"=""8419719382""","=""9788419719386""",0,3.70,VERSO LIBROS,Paperback,,1900,1984,2024/12/23,2024/10/06,físicos,físicos (#167),read,,,,1,0
213706848,La vida ya superó a la escritura,Tilsa Otta,"Otta, Tilsa",,"=""""","=""""",0,3.47,Editorial Cuneta,Unknown Binding,88,2024,,2024/12/23,2024/10/26,físicos,físicos (#168),read,,,,1,0
12998311,Aurelian (The Horus Heresy Novella),Aaron Dembski-Bowden,"Dembski-Bowden, Aaron",,"=""1849701067""","=""9781849701068""",4,4.14,Black Library,Hardcover,128,2011,2011,2024/11/05,2024/03/07,,,read,,,,1,0
214989726,Anatomía del espectro digital,Éric Sadin,"Sadin, Éric",,"=""9569866322""","=""9789569866326""",3,3.67,SAPOSCAT,Paperback,121,2023,,2024/10/31,2024/10/06,físicos,físicos (#166),read,,,,1,0
38450891,Sons of the Emperor (The Horus Heresy: Primarchs),John  French,"French, John","Aaron Dembski-Bowden, Nick Kyme, Gav Thorpe, Guy Haley, Graham McNeill, Dan Abnett, Joshua   Reynolds","=""1784967238""","=""9781784967239""",4,4.09,Black Library,Hardcover,247,2018,2018,2024/10/25,2024/04/30,,,read,"The passing of Angels: 5/5 Incredible, exquisite and grim writing<br/>The abyssal edge: 5/5 Great characters, Night Lords are autistic as fuck<br/>The ancient awaits: 5/5 Absolutely worth a read even if you already know about this story and it’s iconic ending",,,1,0
51085922,Valdor: Birth of the Imperium (The Horus Heresy: Characters),Chris Wraight,"Wraight, Chris",,"=""""","=""""",5,4.13,Black Library,Hardcover,200,2020,2020,2024/09/24,2024/09/21,,,read,,,,2,0
20650313,Ideología y utopía: introducción a la sociología del conocimiento (Spanish Edition),Karl Mannheim,"Mannheim, Karl",,"=""6071605032""","=""9786071605030""",0,3.91,Fondo de Cultura Económica,Kindle Edition,365,2012,1929,,2019/04/03,to-read,to-read (#159),to-read,,,,0,0
55505493,A través del CIStema: Memorias y reflexiones de una travesti chica (Spanish Edition),Shane Cienfuegos,"Cienfuegos, Shane",,"=""9563248031""","=""9789563248036""",0,3.80,Editorial Catalonia,Kindle Edition,60,2020,,,2024/09/12,to-read,to-read (#358),to-read,,,,0,0
61661304,"The Dark City (Vaults of Terra: Warhammer 40,000 #3)",Chris Wraight,"Wraight, Chris",,"=""1800267487""","=""9781800267480""",4,4.22,Black Library,Kindle Edition,350,2022,2022,2024/09/09,2024/08/15,,,read,,,,1,0
20668,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""0684838915""","=""9780684838915""",4,4.20,Scribner,Paperback,288,1998,1997,2024/09/01,2023/12/02,físicos,físicos (#163),read,,,,1,0
18143885,"The Unremembered Empire (The Horus Heresy, #27)",Dan Abnett,"Abnett, Dan",,"=""1849705739""","=""9781849705738""",3,4.21,Games Workshop,Paperback,416,2014,2013,2024/08/27,2022/12/18,,,read,,,,1,0
62689813,Trans-feminismos y politicas postmortem,Sayak Valencia,"Valencia, Sayak","Sonia Herrrara Sanchez, Margarita Valencia Triana","=""8418826339""","=""9788418826337""",3,4.16,Icaria editorial,Paperback,93,2021,2021,2024/08/15,2024/08/09,físicos,físicos (#164),read,"Muy breve y queda todo muy abierto. Pero lo que sí valoro es el formato de plantear algo muy críptico y condensado sobre X e Y en la primera mitad del libro, y que luego la segunda mitad sea una entrevista donde se le pregunta a la autora “¿qué significa X e Y?”",,,1,0
23346892,Extracts From: The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de",,"=""1784870382""","=""9781784870386""",4,4.16,Vintage Classics,Paperback,120,2015,,2017/02/25,2017/02/25,físicos,físicos (#49),read,,,,2,1
56686500,Rosa Luxemburgo. La liberación femenina y la filosofía marxista de la Revolución,Raya Dunayevskaya,"Dunayevskaya, Raya",,"=""""","=""""",3,4.12,Falansterio ediciones,Paperback,337,2016,1982,2021/02/01,2021/01/16,físicos,físicos (#82),read,,,,1,1
106151463,ESTETICA Y PRODUCCION EN KARL MARX,Carlos Casanova,"Casanova, Carlos",,"=""956841598X""","=""9789568415983""",0,3.00,EDICIONES METALES PESADOS,Paperback,,2014,,,2024/08/04,to-read,to-read (#357),to-read,,,,0,0
54308930,Mastering Shiny,Hadley Wickham,"Wickham, Hadley",,"=""""","=""""",0,4.42,,Unknown Binding,,,2020,,2024/07/18,to-read,to-read (#356),to-read,,,,0,0
23001101,The R Inferno,Patrick Burns,"Burns, Patrick",,"=""""","=""""",0,4.00,lulu.com,ebook,126,2011,2011,,2024/07/18,currently-reading,currently-reading (#1),currently-reading,,,,1,0
63205919,Desposesión: Lo performativo en lo político (Biblioteca Judith Butler) (Spanish Edition),Athena Athanasiou,"Athanasiou, Athena",Fernando Bogado,"=""8449339979""","=""9788449339974""",0,3.77,Ediciones Paidós,Kindle Edition,333,2022,,,2024/06/27,to-read,to-read (#355),to-read,,,,0,0
36304173,"The Magos (Eisenhorn, #4)",Dan Abnett,"Abnett, Dan",,"=""1784967025""","=""9781784967024""",3,4.39,Games Workshop,Paperback,720,2018,2018,2024/06/26,2024/04/14,,,read,,,,1,0
59830914,Travestis Callejeras de Acción Revolucionaria,Sylvia Rivera,"Rivera, Sylvia","Marsha P. Johnson, Pamela Salgado","=""9560950886""","=""9789560950888""",4,4.39,Invertido Ediciones,Paperback,118,2021,2013,2024/06/09,2024/05/29,físicos,físicos (#162),read,,,,1,0
49129523,Lo lingüístico es político,Yásnaya Elena Aguilar Gil,"Gil, Yásnaya Elena Aguilar","Gloria E. Anzaldúa, Ruperta Bautista","=""""","=""""",3,4.62,OnA,Unknown Binding,81,2019,,2024/05/29,2024/04/11,físicos,físicos (#160),read,,,,1,0
55244656,Underdogs: Social Deviance and Queer Theory,Heather Love,"Love, Heather",,"=""022676110X""","=""9780226761107""",4,4.00,University of Chicago Press,Paperback,238,2021,,2024/05/23,2022/02/08,físicos,físicos (#117),read,12 hojas marcadas,,,1,0
27912418,La carne y la metáfora: Una reflexión sobre el cuerpo en la teoría queer,Gerard Coll-Planas,"Coll-Planas, Gerard",,"=""8415574967""","=""9788415574965""",3,3.62,Egales,Kindle Edition,112,2013,2012,2024/04/20,2024/03/11,físicos,físicos (#157),read,,,,1,0
182628594,híbridas impostoras intrusas,Various,"Various, Various",,"=""8419160512""","=""9788419160515""",5,4.60,Bellaterra Edicions,Paperback,183,2023,,2024/04/09,2024/03/11,físicos,físicos (#158),read,,,,1,0
46221875,The Hollow Mountain (Vaults of Terra #2),Chris Wraight,"Wraight, Chris",,"=""1784969710""","=""9781784969714""",3,4.08,Black Library,Hardcover,298,2019,2019,2024/04/04,2024/01/05,,,read,,,,1,0
183060027,Las manos de mi padre parecen pájaros heridos,Diego Zamora Estay,"Estay, Diego Zamora",,"=""""","=""""",5,4.43,FEA Editorial,Paperback,50,2023,,2024/03/29,2024/03/29,físicos,físicos (#159),read,,,,1,0
200894330,Geografías Desobedientes,Gabriela Contreras,"Contreras, Gabriela",Alejandra La Bala Rodríguez,"=""""","=""""",0,4.50,Fea Editorial,Unknown Binding,32,2023,,,2024/03/26,to-read,to-read (#354),to-read,,,,0,0
209302452,Cuerpos para odiar,Claudia Rodríguez,"Rodríguez, Claudia","Mariana Enriquez, Nazario","=""8418690496""","=""9788418690495""",5,4.18,Editorial Barrett,Paperback,240,2024,,2024/03/24,2024/03/23,,,read,,,,1,0
57087036,Vivir una vida feminista,Sara Ahmed,"Ahmed, Sara",,"=""9871622929""","=""9789871622924""",4,4.30,Caja Negra,Paperback,472,2021,2017,2019/05/24,2019/04/15,favorites,favorites (#15),read,"Una guía muy completa sobre “vivir una vida feminista”, que contiene consejos y reflexiones cercanas que al ser pasadas por completos análisis y metáforas memorables permiten internalizar aprendizajes para enfrentarse a la sociedad patriarcal. De lectura fácil, pero con potencia teórica gracias al trasfondo de la autora. Demasiado recomendado.",,,2,0
57836614,"La segunda venida. Neorreaccionarios, guerra civil global y el día despúes del Apocalipsis.","Franco ""Bifo"" Berardi","Berardi, Franco ""Bifo""",Tardeo Lima,"=""""","=""""",3,3.92,Caja Negra,Paperback,110,2021,2019,2024/03/14,2023/07/31,físicos,físicos (#152),read,,,,1,0
18770438,Space Invaders,Nona Fernández,"Fernández, Nona",Jaime Pinos,"=""956913108X""","=""9789569131080""",5,3.95,Alquimia Ediciones,Paperback,88,2013,2013,2024/03/11,2022/11/28,físicos,físicos (#151),read,,,,1,0
80070444,La infancia del mundo,Michel Nieva,"Nieva, Michel",,"=""8433901788""","=""9788433901781""",0,3.57,Anagrama,Paperback,159,2023,2023,,2024/03/08,to-read,to-read (#353),to-read,,,,0,0
58293898,"Detransition, Baby",Torrey Peters,"Peters, Torrey",,"=""1788167228""","=""9781788167222""",5,3.92,Serpent's Tail,Paperback,337,2022,2021,2023/04/01,2023/02/05,físicos,físicos (#156),read,,,,1,0
53994761,Proletkult,Wu  Ming,"Ming, Wu",Juan Manuel Salmerón Arjona,"=""843398067X""","=""9788433980670""",5,3.66,Anagrama,Paperback,336,2020,2018,2023/05/07,2023/02/05,físicos,físicos (#155),read,,,,1,0
54638747,El optimismo cruel,Lauren Berlant,"Berlant, Lauren",,"=""9871622872""","=""9789871622870""",3,4.14,Caja Negra ,Paperback,472,2020,2011,2023/09/27,2021/02/06,físicos,físicos (#154),read,"Esperé mucho para leerlo hasta que pude comprarlo, literal desde que iba en la universidad y tuvimos que estudiar un par de capítulos que quise leerlo, pero una vez que lo tuve me costó mucho enganchar con él. 15 esquinas dobladas.",,,1,0
1849723,"Feminismo, diferencia sexual y subjetividad nómade: Edición a cargo de Amalia Fischer Pfeiffer (Spanish Edition)",Rosi Braidotti,"Braidotti, Rosi",,"=""8497840232""","=""9788497840231""",5,4.23,EDITORIAL GEDISA,Paperback,240,2018,2004,2023/12/28,2023/02/05,físicos,físicos (#153),read,,,,1,0
106155354,Comunismo de los sentidos - una lectura de Marx,Carlos Casanova,"Casanova, Carlos",,"=""9569720085""","=""9789569720086""",4,4.00,Editorial Catálogo,Paperback,,1900,,2024/03/06,2024/03/06,físicos,físicos (#150),read,,,,1,0
38100168,El proceso de la civilización; Investigaciones sociogenéticas y psicogenéticas,Norbert Elias,"Elias, Norbert",,"=""607163475X""","=""9786071634757""",0,4.25,Fondo de Cultura Económica,Mass Market Paperback,686,2015,1939,,2020/07/10,"to-read, físicos","to-read (#238), físicos (#6)",to-read,,,,0,1
30753525,The Carrion Throne (Vaults of Terra #1),Chris Wraight,"Wraight, Chris",,"=""1784965081""","=""9781784965082""",5,4.16,Black Library,Hardcover,304,2017,2017,2023/12/31,2023/07/04,,,read,,,,1,0
32704756,Los sentidos del sujeto,Judith Butler,"Butler, Judith",,"=""8425437989""","=""9788425437984""",4,3.98,Editorial Herder,Paperback,253,2016,2015,2023/12/29,2023/02/05,físicos,físicos (#145),read,,,,1,0
13259661,Priests of Mars (Forges of Mars #1),Graham McNeill,"McNeill, Graham",,"=""1849701768""","=""9781849701761""",3,4.02,Games Workshop,Hardcover,320,2012,2012,2023/12/22,2023/10/03,,,read,,,,1,0
203908005,Materialidad y afectividad de los cuerpos,Valentina Bulo,"Bulo, Valentina",,"=""9563035704""","=""9789563035704""",4,4.00,Editorial USACH,Paperback,184,2022,,2023/12/16,2023/12/16,físicos,físicos (#149),read,"8 esquinas dobladas. Dato curioso: el libro venía con un problema de impresión. La tapa venia al revés, o sea que tenía que darlo vuelta y abrirlo por la contratapa para leerlo. Probablemente alguna persona me vio leyendo un libro al revés, qué plancha.",,,1,0
58124607,La Unidad Popular y la revolución en Chile,Mario Garcés,"Garcés, Mario",,"=""""","=""9789560013828""",0,3.40,LOM,Hardcover,340,2020,,,2022/09/15,"físicos, to-read","físicos (#133), to-read (#352)",to-read,,,,0,0
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",0,4.37,Penguin Press,Hardcover,790,2017,2017,,2023/12/02,to-read,to-read (#351),to-read,,,,0,0
52011076,What We Don't Talk About When We Talk About Fat,Aubrey Gordon,"Gordon, Aubrey",,"=""0807041300""","=""9780807041307""",0,4.39,Beacon Press,Hardcover,197,2020,2020,,2021/03/06,"físicos, siguientes, to-read","físicos (#92), siguientes (#20), to-read (#350)",to-read,,,,0,1
197051,Akhmatova: Poems,Anna Akhmatova,"Akhmatova, Anna","D.M. Thomas, Peter Washington","=""0307264246""","=""9780307264244""",4,4.37,Everyman's Library,Hardcover,256,2006,2006,2017/02/23,2017/02/19,físicos,físicos (#50),read,,,,1,1
36702082,Vladimir Ilyich Lenin,Vladimir Mayakovsky,"Mayakovsky, Vladimir",,"=""0995767513""","=""9780995767515""",0,3.86,Smokestack Books,Paperback,202,2017,1924,,2021/02/06,to-read,to-read (#253),to-read,,,,0,0
60484063,"Echoes of Eternity (The Siege of Terra, #7)",Aaron Dembski-Bowden,"Dembski-Bowden, Aaron",,"=""1800260881""","=""9781800260887""",0,4.54,Black Library,Hardcover,522,2022,2022,,2023/10/03,to-read,to-read (#349),to-read,,,,0,0
13632835,"Betrayer (The Horus Heresy, #24)",Aaron Dembski-Bowden,"Dembski-Bowden, Aaron",Karl Richardson,"=""0857879189""","=""9780857879189""",4,4.39,The Black Library,ebook,343,2012,2012,2023/09/30,2023/01/02,,,read,,,,1,0
48499487,"La ofensiva sensible: neoliberalismo, populismo y el reverso de lo político",Diego Sztulwark,"Sztulwark, Diego",,"=""9871622813""","=""9789871622818""",0,3.77,Caja Negra,Paperback,192,2019,,,2023/09/06,to-read,to-read (#348),to-read,,,,0,0
60821449,Anarcafeminismo,Chiara Bottici,"Bottici, Chiara",Sion Serra Lopes,"=""8418273585""","=""9788418273582""",0,4.32,Nuevos Emprendimientos Editoriales,Paperback,448,2022,,,2023/08/24,to-read,to-read (#347),to-read,,,,0,0
