Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
22307879,"Concepto de Ideología, El Vol. 4. Postestructuralismo, Postmodernismo y Postmarxismo (Spanish Edition)",Jorge Larraín,"Larraín, Jorge",,"=""""","=""""",4,4.07,LOM EDICIONES,Kindle Edition,168,2010,2010,2020/02/05,2020/01/04,físicos,físicos (#23),read,,,,1,1
40551645,Cultura: Una fuerza peligrosa,Terry Eagleton,"Eagleton, Terry",Belén Urrutia,"=""8430618368""","=""9788430618361""",4,3.74,Taurus,Paperback,198,2017,2016,2020/01/18,2020/01/04,físicos,físicos (#22),read,,,,1,1
53683560,Queer: Articulaciones contra el progreso (Actuel Marx N° 24),María Emilia Tijoux,"Tijoux, María Emilia",,"=""9560010735""","=""9789560010735""",4,4.00,LOM Ediciones,Paperback,146,2018,,2020/06/01,2020/05/30,físicos,físicos (#21),read,,,,1,1
41027907,Mayo feminista. La rebelión contra el patriarcado,Faride Zerán,"Zerán, Faride","Cristeva Cabello, Alejandra Castillo, Jorge Díaz, Diamela Eltit, Nona Fernández, Luna Follegati, Olga Grau, Kemy Oyarzun, Nelly Richard, Camila Rojas, Valentina Saavedra, Javiera Toro, Beatriz Sánchez, Alia Trabucco Zerán, Ximena Valdés","=""9560010662""","=""9789560010667""",4,4.29,Lom Ediciones,Paperback,184,2018,,2020/11/18,2020/11/09,físicos,físicos (#20),read,"Había escuchado críticas al libro, pero me gustó. No sólo trata sobre la revuelta feminista de 2018, sino que explora y profundiza en temáticas relacionadas al feminismo como el acoso y abuso en espacios universitarios o laborales, identidades y orientaciones de género en la escuela, educación no sexista, lenguaje inclusivo, feminismo y política partidista, entre otras. Aunque tiene varios momentos panfletarios (propios del suceso que propicia al libro), la diversidad de experticias de las autoras contribuye a que la lectura sea variada y entretenida, mezclando temáticas, formas de escritura y géneros literarios.",,,1,1
55967785,Acerca de esto,Vladimir Mayakovsky,"Mayakovsky, Vladimir",,"=""9560907158""","=""9789560907158""",5,4.05,Mundana Ediciones,Paperback,80,2020,,,2020/11/20,físicos,físicos (#19),read,"“Octubre ya resonó <br/>                        castigando <br/>                                   y juzgando. <br/>Y ustedes<br/>          bajo su ala de plumaje ardiente<br/>se instalaron<br/>          y pusieron de nuevo la mesa”<br/>(...)<br/>“Y donde sea que muera<br/>      moriré cantando.<br/>En el callamperío en que yazga<br/>sé<br/>     que seré digno de yacer <br/>juntos a aquellos que cubre el paño rojo”<br/><br/>Había leído una traducción al inglés antes, pero esta edición nueva (2020) de Mundana ediciones, además de ser preciosa, traducie dichos y jerga popular desde el ruso al español chileno, dándole un aire actual y contingente a la poesía estrepitosa y cinematográfica de Mayakovsky.",,,2,1
45026242,Un apartamento en Urano,Paul B. Preciado,"Preciado, Paul B.",Virginie Despentes,"=""8433998765""","=""9788433998767""",4,4.23,Anagrama,Paperback,320,2019,2019,2021/01/24,2019/08/29,físicos,físicos (#18),read,,,,1,1
9752989,Imperio,Michael Hardt,"Hardt, Michael",Antonio Negri,"=""9501253368""","=""9789501253368""",0,3.77,Ediciones Paidos Iberica,Paperback,400,2004,2000,,2021/02/04,"to-read, físicos","to-read (#246), físicos (#17)",to-read,,,,0,1
34872738,Chile 1970-1973: Mil días que estremecieron al mundo (Spanish Edition),Franck Gaudichaud,"Gaudichaud, Franck",,"=""9560009117""","=""9789560009111""",0,4.88,LOM ediciones,Kindle Edition,500,2017,,,2021/02/04,"to-read, físicos","to-read (#245), físicos (#16)",to-read,,,,0,1
2524596,Feminist Foundations: Toward Transforming Sociology (A Gender & Society Reader),Kristen A. Myers,"Myers, Kristen A.","Cynthia D. Anderson, Barbara J. Risman, Janet Lever, Rachel A. Rosenfeld, Toni M. Calasanti, Janet Saltzman Chafetz, Cynthia Fuchs Epstein, Candace West, Don H. Zimmerman, Raewyn W. Connell, Judith Stacey, Barrie Thorne, Douglas Mason-Schrock, Esther Ngan-Ling Chow, Rosabeth Moss Kanter, Barbara F. Reskin, Irene Padavic, Patricia Yancey Martin, Verta Taylor, Leila J. Rupp, Maxine Baca Zinn, Jessie Bernard, Bonnie Thorton Dill, Patricia Hill Collins, Jacqueline Johnson, Nancy Whittier, Joan Acker, Alice Rossi, Christine E. Bose, Doris Wilkinson, Joan Huber, Rose Laub Coser","=""0761907866""","=""9780761907862""",0,4.67,"SAGE Publications, Inc",Paperback,456,1998,1998,,2020/10/17,"to-read, físicos, siguientes","to-read (#227), físicos (#15), siguientes (#15)",to-read,,,,0,1
3184032,The Social Construction of Gender,Susan A. Farrell,"Farrell, Susan A.",Judith Lorber,"=""0803939574""","=""9780803939578""",0,3.80,"SAGE Publications, Inc",Paperback,384,1990,1990,,2020/10/17,"to-read, físicos, siguientes","to-read (#228), físicos (#14), siguientes (#14)",to-read,,,,0,1
51378,Feminist Theory: From Margin to Center,bell hooks,"hooks, bell",,"=""0896082210""","=""9780896082212""",0,4.44,South End Press,Mass Market Paperback,174,1984,1984,,2021/01/29,"to-read, físicos, siguientes","to-read (#244), físicos (#12), siguientes (#13)",to-read,,,,0,1
54284101,Ideología y utopía: introducción a la sociología del conocimiento,Karl Mannheim,"Mannheim, Karl",,"=""6071658055""","=""9786071658050""",4,3.91,Fondo de Cultura Económica,Paperback,382,2019,1929,2020/12/26,2020/06/26,físicos,físicos (#9),read,"Libro complicado, que, como dice en otra reseña, va como dando vueltas que van produciendo muy lentamente una teoría concreta. El problema es que es tan detallado que inevitablemente tiene que tomarse tiempo abarcando cada temática que toca. Por lo tanto van a haber muchos párrafos indescifrables que más adelante van a cobrar sentido. Entrega una visión sociológica –muy cuidada en lo metodológico– acerca del conocimiento, el pensamiento y la ideología, con una raigambre marcadamente materialista, aunque sin sesgo marxista. Me llamó la atención ver cómo trata las mismas temáticas que la “teoría de los puntos de vista”, muy propia del feminismo moderno, siendo que se escribió en 1936. Muy recomendado si se desea profundizar en ideología, de lo contrario mejor quedarse con Marx.",,,1,1
23471736,Ser política en Chile. Las feministas y los partidos,Julieta Kirkwood,"Kirkwood, Julieta",,"=""9560001698""","=""9789560001696""",5,4.46,LOM Ediciones,Paperback,198,2010,1986,2020/12/20,2020/12/13,físicos,físicos (#8),read,"Excelente. Notablemente vigente a casi 40 años de su origen. Con una prosa exquisita, analiza los procesos de los movimientos de mujeres en Chile, tanto autónomos como partidistas, realizando aportaciones y críticas a las ideologías que giran en torno a estos procesos, incluyendo a las ideas de izquierda y del marxismo en torno a la liberación de grupos oprimidos (que casualmente suele ignorar a la especificidad femenina). Su forma de exponer los distintos proyectos e ideas de las mujeres y colectivos que analiza desde una perspectiva profundamente crítica e interseccional, pero aún así aterrizada a los contextos materiales e ideológicos de donde se originan, es realmente esclarecedora.",,,1,1
54887362,Los feminismos en la encrucijada del punitivismo,Deborah Daich,"Daich, Deborah",,"=""9876918451""","=""9789876918459""",0,3.90,Editorial Biblos,Kindle Edition,317,2020,,,2020/12/17,to-read,to-read (#243),to-read,,,,0,0
51929289,Feminismo 4.0: La cuarta ola,Nuria Varela,"Varela, Nuria",,"=""8466664432""","=""9788466664431""",3,3.86,Ediciones B,Paperback,270,2019,,2020/11/23,2020/11/18,físicos,físicos (#11),read,"Los primeros dos capítulos presentan una revisión excelente de la historia del feminismo y los movimientos de mujeres, definiendo con buen nivel de detalle sus olas, autoras, corrientes y teorías principales. Abarca las primeras dos olas del feminismo de forma muy interesante, rescatando los inicios del feminismo y los primeros autores y autoras que inauguraron sus ideas, y desarrollando los conceptos y sus autores en detalle, tratando al feminismo negro, poscolonial, chicano, y teoría queer entre otros. Pero en el tercer capítulo, sobre movimientos feministas más contemporáneos, sentí que se puso repetitivo y demasiado generalizante. Pareciera que pasan hojas y hojas mencionando que las feministas se organizan por internet. Ya entrando al capítulo cuatro, se presenta una vaga idea de lo que sería la cuarta ola, pero a esas alturas el libro se siente más como un compendio de temas superficiales pegados a la fuerza. Luego el libro se cae definitivamente tratando la temática de la prostitución desde una perspectiva absolutamente conservadora y carente de la atención que merece un tema tan complejo, y en su lugar entrega un discurso abolicionista sin nada de profundidad y plagado de argumentos francamente débiles. Ya el quinto capítulo trata 100% sobre la política local española de forma casi periodística, siendo prácticamente irrelevante para lectores de otros países. <br/><br/>En resumen, empezó muy bien pero desde la mitad empieza a hacer agua por todos lados y luego a aburrir. Esperaba un mayor desarrollo de lo que sería la cuarta ola. Pero de todos modos es una gran visión general de lo que es el feminismo y cómo se ha aplicado en movimientos y luchas sociales. ",,,1,1
45734005,El género furtivo (Spanish Edition),Claudia Mora,"Mora, Claudia","Andrea Kottow, Valentina Osses, Marco (editores) Ceballo","=""9560011693""","=""9789560011695""",4,3.67,LOM Ediciones,Kindle Edition,324,2018,,2020/12/14,2020/11/26,físicos,físicos (#10),read,"Compendio de investigaciones en torno al género en el territorio nacional. La mayoría de las investigaciones son bien interesantes y contribuyen a tener más claridad sobre las formas en que las desigualdades, opresiones, dinámicas de poder e internalización de ideas relacionadas al género se despliegan en distintos espacios de nuestra sociedad, desde las universidades hasta la industria agropecuaria, pasando por el sector financiero y las neurociencias, entre otros.",,,1,1
80155,"The Flight of the Eisenstein (The Horus Heresy, #4)",James Swallow,"Swallow, James",,"=""1844164594""","=""9781844164592""",5,4.12,Black Library,Mass Market Paperback,416,2007,2007,2020/12/10,2020/12/01,,,read,"Si bien el libro anterior no me gustó por su estilo de escritura, este libro es su complemento perfecto. Casi tres cuartos del libro retratan los mismos hechos decisivos en torno a Isstvan III que se desarrollan en _False Gods,_ pero esta vez desde la perspectiva de la XIV legión. Al entregar una segunda perspectiva al momento culmine de la herejía de Horus, se logra enriquecer mucho más sus minucias, entregando una visión más compleja de las partes involucradas y las reacciones ante el suceso. La escritura es lineal, pero cada capítulo está cargado de giros y sorpresas, buen desarrollo de personajes, y siempre con detalles interesantes que se van revelando sobre el funcionamiento de las legiones, sus naves, su funcionamiento interno y, por supuesto, del universo. Los personajes están bien escritos, tienen claras personalidades, y se valoran las interacciones extendidas que tienen consecuencias en sus comportamientos y en la trama. Finalmente, la calidad de la escritura es bastante mayor a la de los libros anteriores, con gran capacidad de producir imágenes y comunicar emociones, y destacan los tonos navales e incluso marítimos que enriquecen una trama casi totalmente llevada a cabo en el espacio.",,,1,0
56187568,Julieta Kirkwood. Teórica y activista del feminismo chileno,Raquel Olea,"Olea, Raquel",,"=""""","=""""",5,4.38,Editorial USACH,Paperback,66,2009,,2020/12/10,2020/12/06,,,read,Terminé sintiendo que la conocí. Lectura liviana pero estimulante. ,,,1,0
815091,"Galaxy in Flames (The Horus Heresy, #3)",Ben Counter,"Counter, Ben",,"=""1844163938""","=""9781844163939""",3,4.18,Games Workshop,Mass Market Paperback,416,2006,2006,2020/12/01,2020/11/07,,,read,"Muy lineal, de prosa no muy destacable. A diferencia del segundo libro, con varias líneas temporales y conflictos paralelos, en este es un vaivén sucesivo entre las historias de Sindermann/Oliton/Keller, Maggard, Horus, y el Dies Irae. Siento que en casi todos estos hilos argumentales la solución fue un deus ex machina en lugar de un verdadero desarrollo de la historia. De la mitad para adelante es un choque de trenes, lo cual puede ser bueno para alguien que busque acción, pero deja muy de lado el desarrollo del mundo. También le criticaría ciertos problemas de continuidad (mucha repetición de conceptos, muchos recordatorios de escenas de libros pasados que son demasiado obvias, y cambios demasiado drásticos en los personajes, sobre todo Horus). Siento que la trilogía termina en una nota baja.",true,,1,0
55756916,Un verdor terrible,Benjamín Labatut,"Labatut, Benjamín",,"=""""","=""""",0,4.09,Editorial Anagrama,Paperback,213,2020,2020,,2020/11/22,to-read,to-read (#240),to-read,,,,0,0
26809780,Desigualdad en Chile: La continua relevancia del género (Spanish Edition),Claudia Mora,"Mora, Claudia",,"=""9569320559""","=""9789569320552""",0,0.0,Ediciones Universidad Alberto Hurtado,Kindle Edition,274,,,,2020/11/26,to-read,to-read (#242),to-read,,,,0,0
252648,The Postmodern Condition: A Report on Knowledge,Jean-François Lyotard,"Lyotard, Jean-François","Fredric Jameson, Geoffrey Bennington, Brian Massumi","=""0816611734""","=""9780816611737""",0,3.81,University of Minnesota Press,Paperback,144,1984,1979,,2020/11/22,to-read,to-read (#241),to-read,,,,0,0
1648484,The Penguin Dictionary of Sociology,Nicholas Abercrombie,"Abercrombie, Nicholas",,"=""0140513809""","=""9780140513806""",0,3.77,Penguin Books,Paperback,449,2001,1984,,2020/01/24,"físicos, to-read","físicos (#5), to-read (#239)",to-read,,,,0,1
11559478,The Question of Gender: Joan W. Scott's Critical Feminism (21st Century Studies),Judith Butler,"Butler, Judith","John Blum, Elizabeth Weed","=""0253223245""","=""9780253223241""",0,4.00,Indiana University Press,Paperback,336,2011,2011,,2020/11/15,to-read,to-read (#237),to-read,,,,0,0
55884537,Los días que avanzaron años: El movimiento estudiantil 2011 desde la perspectiva de sus dirigentes,Javiera Vallejo,"Vallejo, Javiera",Carolina Reyes,"=""9569071540""","=""9789569071546""",0,4.00,Ceibo ediciones,Paperback,214,2013,,,2020/11/12,to-read,to-read (#236),to-read,,,,0,0
187576,El espejo en el espejo,Michael Ende,"Ende, Michael","Genoveva Dimitrich, Antón Dimitrich","=""8420425419""","=""9788420425412""",0,4.10,Alfaguara,Paperback,264,1986,1983,,2020/11/09,to-read,to-read (#235),to-read,,,,0,0
41210522,Chilenas rebeldes (Spanish Edition),María José Cumplido,"Cumplido, María José",,"=""9568474919""","=""9789568474911""",0,3.74,MONTENA,Kindle Edition,159,2018,,,2020/11/07,to-read,to-read (#234),to-read,,,,0,0
50005141,Ciudad satélite,Paola Molina,"Molina, Paola",,"=""9569646837""","=""9789569646836""",0,4.02,PLAZA & JANES,Kindle Edition,168,2019,,,2020/11/07,to-read,to-read (#233),to-read,,,,0,0
51171377,"Axiom's End (Noumena, #1)",Lindsay  Ellis,"Ellis, Lindsay",,"=""1250256739""","=""9781250256737""",0,3.71,St. Martin's Press,Hardcover,384,2020,2020,,2020/11/06,to-read,to-read (#232),to-read,,,,0,0
381817,"False Gods (The Horus Heresy, #2)",Graham McNeill,"McNeill, Graham",,"=""1844163709""","=""9781844163700""",5,4.15,Black Library,Mass Market Paperback,416,2006,2006,2020/11/05,2020/10/24,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",0,4.08,Tor Books,Hardcover,472,2014,2006,,2020/10/24,to-read,to-read (#231),to-read,,,,0,0
752461,"Eisenhorn (Eisenhorn, #1-3)",Dan Abnett,"Abnett, Dan",,"=""1844161560""","=""9781844161560""",0,4.43,Games Workshop,Paperback,768,2005,2004,,2020/10/24,to-read,to-read (#230),to-read,,,,0,0
625603,"Horus Rising (The Horus Heresy, #1)",Dan Abnett,"Abnett, Dan",,"=""184416294X""","=""9781844162949""",4,4.26,Black Library,Paperback,416,2006,2006,2020/10/24,2020/10/09,,,read,"Entretenido de leer, bien escrito, estimulante y con un universo suficientemente complejo. Me atrapó mucho esta mezcla entre ciencia ficción futurista y fantasía pseudo medieval.",,,1,0
1207777,"Race, Class and Gender, an Anthology, 5th Fifth Edition",Margaret L. Anderson,"Anderson, Margaret L.",Patricia Hill Collins,"=""0534609031""","=""9780534609030""",0,3.95,Thomson Wadsworth,Paperback,576,2004,1992,,2020/10/17,to-read,to-read (#229),to-read,,,,0,0
55548907,Machismo y vindicación: la mujer en el pensamiento sociofilosófico,Esther Pineda G.,"G., Esther Pineda",,"=""987574848X""","=""9789875748484""",0,3.88,Prometeo Libros,Paperback,160,2017,,,2020/10/03,to-read,to-read (#226),to-read,,,,0,0
4389974,Final Meeting: Selected Poetry,Anna Akhmatova,"Akhmatova, Anna",Andrey Kneller,"=""1438234732""","=""9781438234731""",4,4.14,CreateSpace Independent Publishing Platform,Paperback,129,2008,2008,2018/02/09,2018/01/28,,,read,,,,1,0
54858086,China: ¿socialismo de mercado? ¿capitalismo de estado?,Various,"Various, Various",,"=""""","=""""",3,3.00,Editorial Aún creemos en los sueños,Paperback,58,2012,,2020/08/09,2020/08/08,,,read,,,,1,0
30170318,Miguel Enriquez.  Textos fundamentales,Various,"Various, Various",,"=""9563400658""","=""9789563400656""",0,4.15,Ediciones Espartaco,Paperback,58,2014,,,2020/08/07,to-read,to-read (#225),to-read,,,,0,0
24665154,Tengo miedo torero (Spanish Edition),Pedro Lemebel,"Lemebel, Pedro",,"=""""","=""""",0,4.45,Seix Barral Chile,Kindle Edition,226,2014,2001,,2020/05/30,to-read,to-read (#223),to-read,,,,0,0
4393509,Corpus (Perspectives in Continental Philosophy),Jean-Luc Nancy,"Nancy, Jean-Luc",Richard A. Rand,"=""0823229629""","=""9780823229628""",0,4.05,Fordham University Press,Paperback,208,2008,1992,,2020/05/29,to-read,to-read (#222),to-read,,,,0,0
36808153,"Imagen, cuerpo",Alejandra Castillo,"Castillo, Alejandra",,"=""9873621180""","=""9789873621185""",0,4.40,La Cebra - Palinodia,Paperback,94,205,2015,,2020/05/27,to-read,to-read (#221),to-read,,,,0,0
2855359,Identidad chilena (Coleccion Escafandra) (Spanish Edition) (Coleccion Escafandra),Jorge Larraín,"Larraín, Jorge",,"=""9562823997""","=""9789562823999""",0,3.63,,Paperback,274,2001,2014,,2020/05/27,to-read,to-read (#220),to-read,,,,0,0
28818921,Difficult Women,Roxane Gay,"Gay, Roxane",,"=""0802125395""","=""9780802125392""",0,3.95,Grove Press,Hardcover,260,2017,2017,,2020/05/22,to-read,to-read (#219),to-read,,,,0,0
34076805,Cuerpos Sin Patrones: Resistencias desde las Geografías Desmesuradas de la Carne,Laura Contrera,"Contrera, Laura",Nicolás Cuello,"=""987386105X""","=""9789873861055""",0,4.35,Editorial Madreselva,Paperback,189,2016,2016,2020/04/27,2019/04/14,siguientes,siguientes (#3),read,"Le tenía mucha fe, pero al leerlo luego de años deseando hacerlo me encontré con un texto innecesariamente academicista, donde todos los textos buscaban abarcar mucho, usando conceptos complejos, pero profundizando muy poco y terminando siendo repetitivos. Sin embargo, sigue siendo un gran texto, las traducciones permiten socializar avances en el activismo gordx de otras latitudes, y sin duda se levantan críticas y discusiones que constituyen una base para problematizar la gordofobia y la hegemonía de ciertos tipos de cuerpos e identidades.",,,1,0
39323200,Eleni Varikas: Pour une théorie féministe du politique,Eleni Varikas,"Varikas, Eleni","Sonya Dayan-Herzbrun, Keith McLelland, Michael Löwy, Martine Leibovici, Elsa Dorlin, Catherine Achin, Antonio Negri, Michelle Perrot, Isabelle Clai","=""""","=""9791090062405""",0,5.00,Éditions iXe,Paperback,272,2017,,,2020/05/13,to-read,to-read (#218),to-read,,,,0,0
6944857,"Sexe, genre et sexualités",Elsa Dorlin,"Dorlin, Elsa",,"=""2130558895""","=""9782130558897""",0,4.18,Presses universitaires de France,,160,2008,2008,,2020/05/13,to-read,to-read (#217),to-read,,,,0,0
49427,Sexing the Body: Gender Politics and the Construction of Sexuality,Anne Fausto-Sterling,"Fausto-Sterling, Anne",,"=""0465077145""","=""9780465077144""",0,4.16,Basic Books,Paperback,496,2000,2000,,2020/05/13,to-read,to-read (#216),to-read,,,,0,0
20808349,"Transfeminismos: Epistemes, fricciones y flujos",Miriam Solá,"Solá, Miriam","Elena Urko, Paul B. Preciado, Sandra Fernández, Aitzole Araneta, Cristina Garaizabal, Itziar Ziga, Amaia Orozco, Sara Lafuente, Sayak Valencia, Verónika Arauzo, Leticia Rojas, Alez Aguirre, Brot Bord, Teo Pardo, Raquel (Lucas) Platero, Lucrecia Masson, Helen Torres, Diana J. Torres, CeciliaPuglia, Yan Rey, Ana Burgos, Yendéh R. Martínez, Klau Kinki, Lucía Egaña Rojas, Esteban Montorio, Tatiana Sentamans","=""8415313667""","=""9788415313663""",0,4.23,Txalaparta,Paperback,364,2013,2013,,2020/05/09,to-read,to-read (#215),to-read,,,,0,0
10921893,Devenir perra,Itziar Ziga Arratsaldez,"Arratsaldez, Itziar Ziga",,"=""8496614697""","=""9788496614697""",0,4.22,Melusina,Paperback,173,2009,2009,,2020/05/09,to-read,to-read (#214),to-read,,,,0,0
27249989,Tu vida rompiéndose (Antología personal),Raúl Zurita,"Zurita, Raúl",,"=""""","=""""",0,4.11,Lumen,Paperback,600,2015,2015,,2020/05/04,to-read,to-read (#213),to-read,,,,0,0
37930020,Memoria del comunismo: De Lenin a Podemos,Federico Jiménez Losantos,"Losantos, Federico Jiménez",,"=""8491642382""","=""9788491642381""",0,3.98,La Esfera de los Libros,Kindle Edition,870,2018,,,2020/05/03,to-read,to-read (#212),to-read,,,,0,0
10523,Historia de la belleza,Umberto Eco,"Eco, Umberto",María Pons Irazazábal,"=""0307391051""","=""9780307391056""",0,3.82,Random House Mondadori,Hardcover,440,2007,2004,,2020/04/25,to-read,to-read (#211),to-read,,,,0,0
455623,Feminist Theory and the Body: A Reader,Janet Price,"Price, Janet",,"=""0415925665""","=""9780415925662""",4,4.06,Routledge,Paperback,504,1999,1999,2020/04/22,2019/11/03,"físicos, siguientes","físicos (#3), siguientes (#11)",read,,,,1,1
257759,Feminism and Foucault: Reflections on Resistance,Irene Diamond,"Diamond, Irene",,"=""1555530338""","=""9781555530334""",0,4.13,Northeastern University Press,Paperback,246,1988,1988,,2020/04/05,to-read,to-read (#210),to-read,,,,0,0
324032,"Feminism, Foucault, and Embodied Subjectivity",Margaret A. McLaren,"McLaren, Margaret A.",,"=""0791455149""","=""9780791455142""",0,3.69,State University of New York Press,Paperback,240,2002,2002,,2020/04/05,to-read,to-read (#209),to-read,,,,0,0
2016619,Feeling Backward: Loss and the Politics of Queer History,Heather Love,"Love, Heather",,"=""0674026527""","=""9780674026520""",0,4.21,Harvard University Press,Hardcover,206,2007,2007,,2020/03/22,to-read,to-read (#208),to-read,,,,0,0
3431953,The dominant ideology thesis,Nicholas Abercrombie,"Abercrombie, Nicholas","Bryan S. Turner, Stephen Hill","=""0043011179""","=""9780043011171""",0,3.14,G. Allen & Unwin,Hardcover,212,1980,1980,,2020/01/24,to-read,to-read (#206),to-read,,,,0,0
38953966,Siútico (Spanish Edition),Óscar Contardo,"Contardo, Óscar",,"=""9563603079""","=""9789563603071""",0,3.82,Planeta Chile,Kindle Edition,335,2017,2008,,2020/01/09,to-read,to-read (#205),to-read,,,,0,0
48926341,Copia o muerte,Giorgio Jackson Drago,"Drago, Giorgio Jackson",Paula Espinoza Orcaistegui,"=""9560941208""","=""9789560941206""",0,3.66,Saber Futuro,Paperback,220,2019,,,2020/01/09,to-read,to-read (#204),to-read,,,,0,0
27275372,El derrumbe del modelo: La crisis de la economía de mercado en el Chile contemporáneo,Alberto Mayol,"Mayol, Alberto",,"=""956000476X""","=""9789560004765""",4,4.18,Lom,Paperback,215,2013,2012,2019/12/29,2019/12/19,físicos,físicos (#2),read,,,,1,1
50255597,Sociología y crítica social. Ciclo de conferencias en la UDP,Luc Boltanski,"Boltanski, Luc",,"=""956314189X""","=""9789563141894""",5,5.00,Ediciones Universidad Diego Portales,Paperback,97,2012,,2020/01/04,2020/01/02,físicos,físicos (#1),read,"Un breve esbozo de las teorías de sociología de la crítica de Boltanski, cuya conceptualización de la dominación institucional y la crítica son especialmente relevantes para la coyuntura actual de Chile. ",,,1,1
15233877,El Cuerpo y La Sociedad: Exploraciones En Teoria Social (Sociologia) (Spanish Edition),Bryan S. Turner,"Turner, Bryan S.",,"=""968163358X""","=""9789681633585""",4,3.73,Fondo de Cultura Economica USA,Paperback,324,,1984,2018/08/27,2018/08/23,siguientes,siguientes (#10),read,,,,1,0
30515891,El consumo me consume,Tomás Moulian,"Moulian, Tomás",,"=""""","=""9789562820806""",4,3.40,LOM Ediciones,Paperback,77,2014,1998,2019/12/31,2019/12/30,,,read,,,,1,0
43228,The Meaning of Life,Terry Eagleton,"Eagleton, Terry",,"=""0199210705""","=""9780199210701""",5,3.50,"Oxford University Press, USA",Hardcover,200,2007,2007,2019/12/29,2019/12/19,,,read,,,,1,0
414773,The Sociological Imagination,C. Wright Mills,"Mills, C. Wright",,"=""0195133730""","=""9780195133738""",0,4.16,Oxford University Press,Paperback,248,2025,1959,,2019/12/24,to-read,to-read (#202),to-read,,,,0,0
18222222,El otro modelo. Del orden neoliberal al régimen de lo público,Fernando Atria,"Atria, Fernando","Guillermo Larraín, José Miguel Benavente, Javier Couso, Alfredo Joignant","=""9568410759""","=""9789568410759""",0,3.46,Debate,Paperback,368,2013,2013,,2019/12/22,to-read,to-read (#201),to-read,,,,0,0
49540156,"Cuerpo(s), Subjetividad(es) y Conflicto(s). Hacia una sociología de los cuerpos y las emociones desde Latinoamérica",Carlos Figari,"Figari, Carlos",Adrian Scribano,"=""""","=""9789879355916""",0,3.00,Ciccus Ediciones,Paperback,156,2009,,,2019/06/19,"to-read, siguientes","to-read (#176), siguientes (#6)",to-read,,,,0,0
770902,The Foucault Reader,Michel Foucault,"Foucault, Michel",Paul Rabinow,"=""0394713400""","=""9780394713403""",0,4.06,Pantheon,Paperback,390,1984,1984,,2019/12/19,to-read,to-read (#200),to-read,,,,0,0
2420983,Transgender History,Susan Stryker,"Stryker, Susan",,"=""158005224X""","=""9781580052245""",0,4.22,Seal Press,Paperback,208,2008,2008,,2019/12/19,to-read,to-read (#199),to-read,,,,0,0
118319,What Is Philosophy?,Gilles Deleuze,"Deleuze, Gilles","Félix Guattari, Hugh Tomlinson, Graham Burchell","=""0231079893""","=""9780231079891""",0,4.15,Columbia University Press,Paperback,253,1994,1991,,2019/12/19,to-read,to-read (#198),to-read,,,,0,0
2784,Ways of Seeing,John Berger,"Berger, John",,"=""0140135154""","=""9780140135152""",0,3.94,Penguin,Paperback,176,1990,1972,,2019/12/19,to-read,to-read (#197),to-read,,,,0,0
765346,Writing and Difference,Jacques Derrida,"Derrida, Jacques","Gianni Vattimo, Alan Bass","=""0226143295""","=""9780226143293""",0,4.00,University of Chicago Press,Paperback,362,1978,1967,,2019/12/19,to-read,to-read (#196),to-read,,,,0,0
118317,Anti-Oedipus: Capitalism and Schizophrenia,Gilles Deleuze,"Deleuze, Gilles",Félix Guattari,"=""0816612250""","=""9780816612253""",0,4.17,University of Minnesota Press,Paperback,400,1983,1972,,2019/12/19,to-read,to-read (#195),to-read,,,,0,0
118316,A Thousand Plateaus: Capitalism and Schizophrenia,Gilles Deleuze,"Deleuze, Gilles","Félix Guattari, Brian Massumi","=""0816614024""","=""9780816614028""",0,4.33,University of Minnesota Press,Paperback,632,1987,1980,,2019/12/19,to-read,to-read (#194),to-read,,,,0,0
190475,"Reflections: Essays, Aphorisms, Autobiographical Writings",Walter Benjamin,"Benjamin, Walter",Peter Demetz,"=""080520802X""","=""9780805208023""",0,4.32,Schocken,Paperback,348,1986,1978,,2019/12/19,to-read,to-read (#193),to-read,,,,0,0
36436100,Notes on ‘Camp’,Susan Sontag,"Sontag, Susan",,"=""0241339707""","=""9780241339701""",0,3.97,Penguin Classics,Paperback,57,2018,1964,,2019/12/19,to-read,to-read (#192),to-read,,,,0,0
33295258,Body Positive Power,Megan Jayne Crabbe,"Crabbe, Megan Jayne",,"=""1785041320""","=""9781785041327""",0,4.31,VERMILION,Paperback,280,2017,2018,,2019/12/19,to-read,to-read (#191),to-read,,,,0,0
34466958,Bullshit Jobs: A Theory,David Graeber,"Graeber, David",,"=""150114331X""","=""9781501143311""",0,4.02,Simon & Schuster,Hardcover,335,2018,2018,,2019/12/19,to-read,to-read (#190),to-read,,,,0,0
581127,Volatile Bodies: Toward a Corporeal Feminism,Elizabeth Grosz,"Grosz, Elizabeth",,"=""0253208629""","=""9780253208620""",0,4.09,Indiana University Press,Paperback,250,1994,1993,,2017/12/11,"siguientes, to-read","siguientes (#2), to-read (#189)",to-read,,,,0,0
